page_content,source,title,category,chunk_id,article
1. 제14조에 따라 계산한 각 과세표준에 제55조제1항에 따른 세율(이하 “기본세율”이라 한다)을 적용하여 제55조에 따른 종합소득 산출세액과 퇴직소득 산출세액을 각각 계산한다.,./data/with_markdown-sample.docx,소득세 계산 순서: 과세표준 기본세율 적용 세액공제 적용 가산세 추가,납세의무,chunk_015,14
"[전문개정 2009. 12. 31.]

[시행일: 2025. 1. 1.]  제15조제2호



제2관 소득의 종류와 금액 <개정 2009. 12. 31.>



제16조(이자소득)",./data/with_markdown-sample.docx,"이자소득 범위: 국가내국외국 채권, 국내 예금 이자 등 다양한 금융상품에서 발생하는 이익 포함.",이자배당,chunk_016,15
"4. 「상호저축은행법」에 따른 신용계(信用契) 또는 신용부금으로 인한 이익

5. 외국법인의 국내지점 또는 국내영업소에서 발행한 채권 또는 증권의 이자와 할인액

6. 외국법인이 ",./data/with_markdown-sample.docx,"이자 및 배당소득 범위 이자소득: 상호저축은행 신용계, 외국법인 채권증권 이자, 국외 예금",납세의무,chunk_017,5
"7. 「국제조세조정에 관한 법률」 제27조에 따라 배당받은 것으로 간주된 금액

8. 제43조에 따른 공동사업에서 발생한 소득금액 중 같은 조 제1항에 따른 출자공동사업자의 손익분",./data/with_markdown-sample.docx,"의제배당 및 자본전입 관련 규정: 주식 소각, 자본전입, 해산 잔여재산 분배 등으로 인한 초과 이익 배당",납세의무,chunk_018,27
5. 법인이 자기주식 또는 자기출자지분을 보유한 상태에서 제2호 각 목에 따른 자본전입을 함에 따라 그 법인 외의 주주 등의 지분비율이 증가한 경우 증가한 지분비율에 상당하는 주식,./data/with_markdown-sample.docx,배당소득 정의 및 범위: 내국법인 및 법인 단체로부터 받는 이익 배당분배금,이자배당,chunk_019,132
"제17조(배당소득) ① 배당소득은 해당 과세기간에 발생한 다음 각 호의 소득으로 한다. <개정 2012. 1. 1., 2017. 12. 19., 2020. 12. 29., 2022",./data/with_markdown-sample.docx,"배당소득 범위: 내국법인 배당, 법인 신탁재산 배당, 외국법인 배당, 공동사업 소득, 파생상품 결합 이익 등",납세의무,chunk_020,17
"가. 「상법」에 따라 조직변경하는 경우

나. 특별법에 따라 설립된 법인이 해당 특별법의 개정 또는 폐지에 따라 「상법」에 따른 회사로 조직변경하는 경우

다. 그 밖의 법률에 따",./data/with_markdown-sample.docx,"소득세 배당소득 과세 기준: 총수입금액 기준, 특정 배당 제외 시 추가 금액 적용 자기주식 소각, 토지 재평가 등",이자배당,chunk_021,132
"⑤ 제2항을 적용할 때 주식 및 출자지분의 가액 평가 등에 필요한 사항은 대통령령으로 정한다.

⑥ 제1항 각 호에 따른 배당소득 및 제3항에 따른 배당소득금액의 범위에 관하여 필",./data/with_markdown-sample.docx,"사업소득 범위 및 계산: 농업, 임어업, 광업, 제조업 등 다양한 업종별 소득 포함, 총수입에서 필요",납세의무,chunk_022,17
"21. 제1호부터 제20호까지의 규정에 따른 소득과 유사한 소득으로서 영리를 목적으로 자기의 계산과 책임 하에 계속적ㆍ반복적으로 행하는 활동을 통하여 얻는 소득

② 사업소득금액은",./data/with_markdown-sample.docx,사업소득 및 근로소득 정의: 사업소득과 근로소득은 각각 계속적 활동으로 얻는 소득과 근로 제공에 따른 급여를,납세의무,chunk_023,22
"나. 제59조의3에 따라 세액공제를 받은 연금계좌 납입액

다. 연금계좌의 운용실적에 따라 증가된 금액

라. 그 밖에 연금계좌에 이체 또는 입금되어 해당 금액에 대한 소득세가 이",./data/with_markdown-sample.docx,연금소득 및 기타소득 범위 연금소득: 공적연금 기여금 및 근로 제공 기반 연금소득 200,세율계산,chunk_024,59
"7. 광업권ㆍ어업권ㆍ양식업권ㆍ산업재산권ㆍ산업정보, 산업상 비밀, 상표권ㆍ영업권(대통령령으로 정하는 점포 임차권을 포함한다), 토사석(土砂石)의 채취허가에 따른 권리, 지하수의 개발",./data/with_markdown-sample.docx,"소득원천 다양성: 광업권부터 슬롯머신 당첨금품까지, 다양한 자산 및 용역으로부터 발생하는 소득 포괄",납세의무,chunk_025,4
"나. 라디오ㆍ텔레비전방송 등을 통하여 해설ㆍ계몽 또는 연기의 심사 등을 하고 보수 또는 이와 유사한 성질의 대가를 받는 용역

다. 변호사, 공인회계사, 세무사, 건축사, 측량사,",./data/with_markdown-sample.docx,"기타소득의 범위: 상금, 복권당첨금, 불법 사행행위 이익 등",납세의무,chunk_026,67
"1. 상금, 현상금, 포상금, 보로금 또는 이에 준하는 금품

2. 복권, 경품권, 그 밖의 추첨권에 당첨되어 받는 금품

3. 「사행행위 등 규제 및 처벌특례법」에서 규정하는 행",./data/with_markdown-sample.docx,"소득세법상 상금, 경품, 복권 당첨금품 및 유사 자산 양도 대가 포함",납세의무,chunk_027,4
"14. 슬롯머신(비디오게임을 포함한다) 및 투전기(投錢機), 그 밖에 이와 유사한 기구(이하 “슬롯머신등”이라 한다)를 이용하는 행위에 참가하여 받는 당첨금품ㆍ배당금품 또는 이에 ",./data/with_markdown-sample.docx,"소득 종류 및 범위: 창작품 소득원고료, 저작권 사용료, 강연료, 전문 용역, 기타소득부동산 알선",기타소득,chunk_028,67
"③ 기타소득금액은 해당 과세기간의 총수입금액에서 이에 사용된 필요경비를 공제한 금액으로 한다.<개정 2020. 12. 29.>

④ 제1항제26호에 따른 종교인소득에 대하여 제20",./data/with_markdown-sample.docx,"퇴직소득 계산 및 범위 퇴직소득: 공적연금 일시금, 퇴직 사용자 부담금 기반 소득, 유사 소득 대통령",납세의무,chunk_029,20
"제1관 총수입금액 <개정 2009. 12. 31.>



제24조(총수입금액의 계산) ① 거주자의 각 소득에 대한 총수입금액(총급여액과 총연금액을 포함한다. 이하 같다)은 해당 과",./data/with_markdown-sample.docx,"총수입금액 계산 및 특례: 거주자의 총수입금액은 수입액 합계로 계산되며, 부동산 대여 보증금 등 특정 조건 하",납세의무,chunk_030,24
"③ 거주자의 사업소득금액을 계산할 때 이전 과세기간으로부터 이월된 소득금액은 해당 과세기간의 소득금액을 계산할 때 총수입금액에 산입하지 아니한다.

④ 농업, 임업, 어업, 광업 ",./data/with_markdown-sample.docx,"사업소득 필요경비 및 특정비용 배제 이월소득 및 특정자원 사용비 배제 채굴, 포획물 등 원재료",납세의무,chunk_031,52
"② 해당 과세기간 전의 총수입금액에 대응하는 비용으로서 그 과세기간에 확정된 것에 대해서는 그 과세기간 전에 필요경비로 계상하지 아니한 것만 그 과세기간의 필요경비로 본다.

③ ",./data/with_markdown-sample.docx,"필요경비 계산 특례: 대손충당금, 퇴직급여충당금, 보험차익 활용 자산 취득 시 필요경비",근로소득,chunk_032,28
"1. 보험차익 상당액을 제1항의 자산의 취득 또는 개량을 위하여 그 기한까지 사용하지 아니한 경우

2. 제2항의 기간에 해당 사업을 폐업한 경우

[전문개정 2009. 12. 3",./data/with_markdown-sample.docx,국고보조금 사용 및 필요경비 적용 국고보조금으로 사업용 자산 취득개량 시 기한 내 사용 불가 시,납세의무,chunk_033,32
"5. 대통령령으로 정하는 가사(家事)의 경비와 이에 관련되는 경비

6. 각 과세기간에 계상한 감가상각자산의 감가상각비로서 대통령령으로 정하는 바에 따라 계산한 금액을 초과하는 금",./data/with_markdown-sample.docx,"필요경비 불산입: 소득세 및 벌금 등 특정 비용 제외, 가사 경비, 감가상각 초과분, 일부 자산 손실 제외",납세의무,chunk_034,39
"9. 부가가치세의 매입세액. 다만, 부가가치세가 면제되거나 그 밖에 대통령령으로 정하는 경우의 세액과 부가가치세 간이과세자가 납부한 부가가치세액은 제외한다.

10. 차입금 중 대",./data/with_markdown-sample.docx,업무용승용차 관련 비용 특례 업무 사용에 따른 취득임차 비용 중 일정 금액 초과분은 사업소득 필요,사업소득,chunk_035,33
"1. 업무용승용차별 연간 감가상각비

2. 업무용승용차별 연간 임차료 중 대통령령으로 정하는 감가상각비 상당액

③ 제160조제3항에 따른 복식부기의무자가 업무용승용차를 처분하여 ",./data/with_markdown-sample.docx,업무용승용차 관련 비용 필요경비 산입 및 보고 규정,사업소득,chunk_036,160
"2. 필요경비 산입한도액: 다음 각 목의 구분에 따라 계산한 금액

가. 종교단체에 기부한 금액이 있는 경우



나. 종교단체에 기부한 금액이 없는 경우



④ 제2항제1호 및",./data/with_markdown-sample.docx,기업업무추진비 필요경비 불산입 접대비 등 업무 관련 지출 한도 초과분 불산입 국외,납세의무,chunk_037,59
"1. 다음 각 목의 어느 하나에 해당하는 것(이하 이 조에서 “신용카드등”이라 한다)을 사용하여 지출하는 기업업무추진비

가. 「여신전문금융업법」에 따른 신용카드(신용카드와 유사한",./data/with_markdown-sample.docx,기업업무추진비 필요경비 산정 및 한도 규정,납세의무,chunk_038,160
"2. 제21조제1항제14호의 당첨금품등에 대하여는 그 당첨금품등의 당첨 당시에 슬롯머신등에 투입한 금액을 필요경비로 한다.

② 다음 각 호의 경우 외에는 해당 과세기간의 총수입금",./data/with_markdown-sample.docx,기타소득 필요경비 계산 총수입금액 대응 비용 산입: 일반적 통상 비용 합계 특정 당첨금품,납세의무,chunk_039,21
"제38조 삭제 <2006. 12. 30.>



제3관 귀속연도 및 취득가액 등 <개정 2009. 12. 31.>



제39조(총수입금액 및 필요경비의 귀속연도 등) ① 거주자의",./data/with_markdown-sample.docx,"소득금액 계산 및 자산 평가 기준 총수입 및 필요경비 귀속연도, 자산 취득가액 및 평가 기준 명시",납세의무,chunk_040,38
"② 제1항에 따른 특수관계인의 범위와 그 밖에 부당행위계산에 관하여 필요한 사항은 대통령령으로 정한다.<개정 2012. 1. 1.>

[전문개정 2009. 12. 31.]



제",./data/with_markdown-sample.docx,"소득세 계산 특례: 비거주자 거래 소득 조정, 공동사업 소득 분배, 상속 시 소득 구분 및 연금계좌 승계 규정",납세의무,chunk_041,42
"③ 제2항에 따른 연금계좌의 승계방법 및 절차 등에 관하여 필요한 사항은 대통령령으로 정한다.<신설 2013. 1. 1.>

[전문개정 2009. 12. 31.]



제45조(결",./data/with_markdown-sample.docx,소득세법 제45조: 결손금 및 이월결손금 공제 사업소득 결손금 및 부동산임대업 이월,납세의무,chunk_042,45
"⑥ 제1항과 제2항에 따라 결손금 및 이월결손금을 공제할 때 해당 과세기간에 결손금이 발생하고 이월결손금이 있는 경우에는 그 과세기간의 결손금을 먼저 소득금액에서 공제한다.

[전",./data/with_markdown-sample.docx,채권 발행법인 이자 지급 및 매도 시 이자소득 계산 특례,납세의무,chunk_043,46
"③ 제1항 및 제2항에 따른 이자등 상당액의 계산방법과 그 밖에 필요한 사항은 대통령령으로 정한다.

[전문개정 2009. 12. 31.]



제46조(채권 등에 대한 소득금액의",./data/with_markdown-sample.docx,소득세법 제46조: 채권 이자 등 소득 계산 특례 거주자의 특정 채권 발행법인 이자 지급매도 시,납세의무,chunk_044,46
"제5관 근로소득공제ㆍ연금소득공제 및 퇴직소득공제 <개정 2009. 12. 31.>



제47조(근로소득공제) ①근로소득이 있는 거주자에 대해서는 해당 과세기간에 받는 총급여액에서",./data/with_markdown-sample.docx,"소득세 공제 규정: 근로소득, 연금소득, 퇴직소득 공제 적용 범위 및 한도 명시 2009년 개정",납세의무,chunk_045,47
"③ 제1항과 제2항에 따른 공제를 “퇴직소득공제”라 한다.

④ 퇴직소득공제의 계산 방법에 관하여 필요한 사항은 대통령령으로 정한다.<개정 2013. 1. 1.>

⑤ 삭제<201",./data/with_markdown-sample.docx,종합소득 기본공제 및 추가공제 규정 기본공제: 거주자 및 가족 구성원별 연 15,납세의무,chunk_046,49
"1. 70세 이상인 사람(이하 “경로우대자”라 한다)의 경우 1명당 연 100만원

2. 대통령령으로 정하는 장애인(이하 “장애인”이라 한다)인 경우 1명당 연 200만원

3. ",./data/with_markdown-sample.docx,"소득세 공제 항목: 경로우대자, 장애인, 배우자 없는 여성 부양가족 세대주 및 배우자 여성, 직계비속",납세의무,chunk_047,50
"② 주택담보노후연금 이자비용공제는 해당 거주자가 신청한 경우에 적용한다.

③ 주택담보노후연금 이자비용공제의 신청, 이자 상당액의 확인방법, 그 밖에 필요한 사항은 대통령령으로 정",./data/with_markdown-sample.docx,근로소득자 주택임차자금 원리금 상환액 공제,납세의무,chunk_048,52
"1. 삭제<2014. 12. 23.>

2. 삭제<2014. 12. 23.>

⑤ 근로소득이 있는 거주자로서 주택을 소유하지 아니하거나 1주택을 보유한 세대의 세대주(세대주가 이 ",./data/with_markdown-sample.docx,주택취득 및 장기주택저당차입금 이자공제 세대주외국인 포함가 기준시가 6억,납세의무,chunk_049,87
5. 주택에 대한 「부동산 가격공시에 관한 법률」에 따른 개별주택가격 및 공동주택가격이 공시되기 전에 차입한 경우에는 차입일 이후 같은 법에 따라 최초로 공시된 가격을 해당 주택의,./data/with_markdown-sample.docx,장기주택저당차입금 이자 공제 한도 고정금리비거치식 분할상환: 상환기간,납세의무,chunk_050,53
③ 거주자의 부양가족 중 거주자(그 배우자를 포함한다)의 직계존속이 주거 형편에 따라 별거하고 있는 경우에는 제1항에도 불구하고 제50조에서 규정하는 생계를 같이 하는 사람으로 본,./data/with_markdown-sample.docx,소득세 종합공제 및 세액공제 특례 공동사업자 소득공제 적용 시 특수관계인 지출 포함,납세의무,chunk_051,50
제55조(세율) ①거주자의 종합소득에 대한 소득세는 해당 연도의 종합소득과세표준에 다음의 세율을 적용하여 계산한 금액(이하 “종합소득산출세액”이라 한다)을 그 세액으로 한다. <개,./data/with_markdown-sample.docx,"종합소득세 세율 적용: 거주자 종합소득에 따라 차등 세율 적용 최대 45, 과세표준별 구간별 세율",납세의무,chunk_052,55
"③ 삭제<2003. 12. 30.>

④ 제1항을 적용할 때 배당세액공제의 대상이 되는 배당소득금액은 제14조제2항의 종합소득과세표준에 포함된 배당소득금액으로서 이자소득등의 종합과",./data/with_markdown-sample.docx,소득세 공제 및 세액공제 규정 2009년 개정 기장세액공제: 간편,납세의무,chunk_053,14
② 제1항(외국소득세액을 종합소득산출세액에서 공제하는 경우만 해당한다)을 적용할 때 외국정부에 납부하였거나 납부할 외국소득세액이 해당 과세기간의 공제한도금액을 초과하는 경우 그 초,./data/with_markdown-sample.docx,외국납부세액공제 특례: 간접투자회사 소득 합산 공제,납세의무,chunk_054,33
"나. 「부동산투자회사법」에 따른 기업구조조정 부동산투자회사 및 위탁관리 부동산투자회사

다. 「법인세법」 제5조제2항에 따라 내국법인으로 보는 신탁재산

2. 간접투자회사등이 거주",./data/with_markdown-sample.docx,간접투자소득 세액공제 거주자가 간접투자회사로부터 받은 소득 및 세액공제 한도 설정 규정,납세의무,chunk_055,5
"1. 재해 발생일 현재 부과되지 아니한 소득세와 부과된 소득세로서 미납된 소득세액

2. 재해 발생일이 속하는 과세기간의 소득에 대한 소득세액

② 제1항의 경우에 제56조ㆍ제56",./data/with_markdown-sample.docx,재해 발생 시 소득세 공제: 재해손실세액공제 핵심 내용: 천재지변 등 재해로 자산의,납세의무,chunk_056,56
"⑧ 재해손실세액공제에 관하여 필요한 사항은 대통령령으로 정한다.

[전문개정 2009. 12. 31.]

[시행일: 2025. 1. 1.]  제58조제2항



제59조(근로소득세",./data/with_markdown-sample.docx,근로소득 및 자녀세액공제 규정 근로소득세액공제: 총급여액에 따라 공제,납세의무,chunk_057,58
"3. 출산하거나 입양 신고한 공제대상자녀가 셋째 이상인 경우: 연 70만원

④ 제1항 및 제3항에 따른 공제를 “자녀세액공제”라 한다.<신설 2015. 5. 13., 2017. ",./data/with_markdown-sample.docx,자녀세액공제: 출산입양 자녀 셋째 이상 시 연 70만원 공제,납세의무,chunk_058,59
"⑤ 제1항부터 제4항까지의 규정에 따른 연금계좌세액공제의 계산방법, 신청 절차 등에 관하여 필요한 사항은 대통령령으로 정한다.<개정 2019. 12. 31.>

[본조신설 2014",./data/with_markdown-sample.docx,소득세 특별공제: 의료비 및 보험공제 근로소득자의 의료비 및 특정 보험료 공제 규정. 장애인 전용보험,납세의무,chunk_059,59
4. 대통령령으로 정하는 난임시술(이하 이 호에서 “난임시술”이라 한다)을 위하여 지출한 비용(난임시술과 관련하여 처방을 받은 「약사법」 제2조에 따른 의약품 구입비용을 포함한다),./data/with_markdown-sample.docx,"교육비 공제 규정: 근로소득자가 배우자, 직계비속 등 가족에게 교육비를 지급한 경우, 합산액의",납세의무,chunk_060,2
"2. 해당 거주자를 위하여 지급한 다음 각 목의 교육비를 합산한 금액

가. 제1호가목부터 다목까지의 규정에 해당하는 교육비

나. 대학(전공대학, 원격대학 및 학위취득과정을 포함",./data/with_markdown-sample.docx,"교육비 및 기부금 세액공제 교육비: 교육비 지출 합산 대학대학원 교육비, 직업훈련 수강료, 학자금 대출",납세의무,chunk_061,36
"가. 종교단체에 기부한 금액이 있는 경우

　　한도액 = [종합소득금액(제62조에 따른 원천징수세율을 적용받는 이자소득 및 배당소득은 제외한다)에서 제1호에 따른 기부금을 뺀 금액",./data/with_markdown-sample.docx,종교기부금 세액공제 한도 및 적용 조건 요약: 종교단체 기부 한도액: 종합소득금액에서 기부금을 뺀 후,납세의무,chunk_062,62
"2. 종합소득이 있는 거주자(근로소득이 있는 자는 제외한다)로서 「조세특례제한법」 제122조의3에 따른 세액공제 신청을 하지 아니한 경우: 다음 각 목의 구분에 따른 금액

가. ",./data/with_markdown-sample.docx,"종합소득세 감면 및 세액공제 규정: 성실사업자 기준 세액공제 적용, 외국인 파견 급여 및 외국항행사업 소득 면제 등",납세의무,chunk_063,122
